scenario,trial,cohort_size,possible_groups,successful_groups,success_rate,median_formation_days,p95_matching_latency_seconds,isolated_students,group_balance_index,mean_skill_variance,mean_schedule_score,satisfaction_score
ACN_Baseline,62,200,28,27,0.9642857142857143,0.45277894912150957,0.24756623391261914,65,0.6439082834179124,0.09710153204823745,0.6712382686219822,0.8078957113028385
ACN_Baseline,63,200,29,26,0.896551724137931,0.36550343400164864,0.2637183126140093,70,0.6986275679308174,0.11217871397312933,0.722738105621589,0.8435180950909744
ACN_Baseline,64,200,29,24,0.8275862068965517,0.2675875638448773,0.23377640286664375,80,0.5963083426931849,0.08624684707505492,0.6586502452715471,0.8198593982191476
ACN_Baseline,65,200,28,25,0.8928571428571429,0.3145589914517529,0.21896118143974636,75,0.6716719983280794,0.09111236639749722,0.6953111342148873,0.852477499870774
ACN_Baseline,66,200,26,25,0.9615384615384616,0.6574178379664705,0.23412716865962335,75,0.6997185743364835,0.08929303577603857,0.6963800800945634,0.8689533082061843
ACN_Baseline,67,200,29,27,0.9310344827586207,0.4225555812114559,0.23032937994108377,65,0.622288255514352,0.08914381196240782,0.6869210955101801,0.7990536885032369
ACN_Baseline,68,200,28,25,0.8928571428571429,0.30813344136787824,0.23881754783867346,75,0.6410461975229619,0.08855582706683351,0.7053100851091435,0.8080686959195487
ACN_Baseline,69,200,27,24,0.8888888888888888,0.5533041021695779,0.2402553693492253,80,0.6377435065959983,0.10626854349112952,0.6688433860478473,0.8250019680164463
ACN_Baseline,70,200,30,30,1.0,0.5832163949153317,0.2429631158829766,50,0.6589649701057436,0.09722636449000217,0.7140139286831272,0.8276762316939262
ACN_Baseline,71,200,30,29,0.9666666666666667,0.3652252808292676,0.237826657769228,55,0.6735837200363792,0.10820313570737865,0.7421265399059995,0.8294704621105254
ACN_Baseline,72,200,30,26,0.8666666666666667,0.8676775058078046,0.27373454099226213,70,0.6301016183484694,0.09730148191210311,0.6990361569640471,0.874649846557695
ACN_Baseline,73,200,29,28,0.9655172413793104,0.43869338748200687,0.230837126146687,60,0.640082566356027,0.08687784568673172,0.7091442951916495,0.7863758442776775
ACN_Baseline,74,200,28,22,0.7857142857142857,0.5412486305121016,0.2659208541896533,90,0.6504412139537694,0.09053120054594654,0.6922212214169868,0.8218861414303958
ACN_Baseline,75,200,28,26,0.9285714285714286,0.4562733268391137,0.2517517269647873,70,0.6471370517707249,0.10637530759198313,0.7114657453498496,0.8428890119935235
ACN_Baseline,76,200,29,25,0.8620689655172413,0.5153003853235237,0.26326799878422,75,0.6469625475820553,0.09569152513400701,0.6667660789520737,0.8466572375352259
ACN_Baseline,77,200,28,25,0.8928571428571429,0.36582448999935435,0.22553584858223075,75,0.6403006487789372,0.11449781169912403,0.6827898718010308,0.7755194695374956
ACN_Baseline,78,200,28,27,0.9642857142857143,0.3379333852825766,0.23611228141270493,65,0.6312007496481615,0.0922728546854945,0.7070639100621817,0.8531602330132825
ACN_Baseline,79,200,29,24,0.8275862068965517,0.4963156086584356,0.23797917483025793,80,0.6026304533670997,0.09536617308930462,0.7065503545539135,0.8456332742398345
ACN_Baseline,80,200,28,25,0.8928571428571429,0.2682978014599817,0.23932646316468867,75,0.6924043155334222,0.09910999668728071,0.6740048640031432,0.8812945960883113
ACN_Baseline,81,200,30,30,1.0,0.3807787429660565,0.2391207411089561,50,0.6665385023000102,0.10377922623163993,0.7096652650740586,0.8210674367371961
ACN_Baseline,82,200,28,27,0.9642857142857143,0.33453528752542067,0.2211761281229739,65,0.7099449541241456,0.0961464641098273,0.7312251450683301,0.8557259835602625
ACN_Baseline,83,200,30,26,0.8666666666666667,0.37764711811341667,0.22920440249665747,70,0.6362278252344733,0.1018300687414567,0.7014464196878714,0.7707788490508796
ACN_Baseline,84,200,28,21,0.75,0.2692256593063612,0.24331406583169382,95,0.6756142182348039,0.09299160808790176,0.7013137946250584,0.8896724618901235
ACN_Baseline,85,200,28,24,0.8571428571428571,0.46908635879059113,0.2348269610293943,80,0.6410072324894895,0.097103565721848,0.6960491792501367,0.8082372327543472
ACN_Baseline,86,200,30,28,0.9333333333333333,0.39516859992498055,0.22728486311199136,60,0.6450656125135379,0.09873467689328407,0.7187250562219677,0.7565396555681471
ACN_Baseline,87,200,30,25,0.8333333333333334,0.3062431039274607,0.2520147157695294,75,0.6540467435863404,0.09836883107653628,0.7015366949526789,0.845481898390096
ACN_Baseline,88,200,28,25,0.8928571428571429,0.4018043282382621,0.22839214179770675,75,0.6768245246667149,0.09671054915963262,0.7114987383904303,0.8681742812625554
ACN_Baseline,89,200,29,28,0.9655172413793104,0.40156804068429297,0.22897730699602387,60,0.6749733576922442,0.09895290336774223,0.7379066029009923,0.8065697253775661
ACN_Baseline,90,200,28,26,0.9285714285714286,0.42362664317219595,0.24804173896816822,70,0.6613227019769332,0.1176149097474852,0.7185081524467718,0.88634288978083
ACN_Baseline,91,200,27,23,0.8518518518518519,0.23347508652324475,0.2586241892704846,85,0.697767398546668,0.0963254188235595,0.6823660731083763,0.8212768226156749
ACN_Baseline,92,200,28,25,0.8928571428571429,0.46973251602127586,0.24768309040738068,75,0.6474519897733859,0.09354401997930913,0.6726700381643326,0.9035057810016235
ACN_Baseline,93,200,31,28,0.9032258064516129,0.44847052244509383,0.2573268916298253,60,0.649612743783736,0.11184547384434206,0.6894941395346101,0.8178020263275497
ACN_Baseline,94,200,28,25,0.8928571428571429,0.3588693561766808,0.2445567355113965,75,0.6300173167261848,0.09945511372757629,0.6938353918690872,0.8685692855595725
ACN_Baseline,95,200,27,26,0.9629629629629629,0.28980660798854946,0.23850571203172907,70,0.6540294558130609,0.09117030099958347,0.6959144219890698,0.8682130006728104
ACN_Baseline,96,200,29,25,0.8620689655172413,0.31782295598334964,0.22778250544114464,75,0.6866125010070709,0.11553113820425503,0.7306120418004787,0.8782111764653464
ACN_Baseline,97,200,29,25,0.8620689655172413,0.19929277977626816,0.23024577686759345,75,0.6868777077837382,0.10280858706958618,0.7340730107684595,0.893791115141132
ACN_Baseline,98,200,29,26,0.896551724137931,0.6029036699761027,0.22559300247548095,70,0.6377939183426923,0.09227324744174785,0.7000083488494149,0.8461894386033112
ACN_Baseline,99,200,28,25,0.8928571428571429,0.42668617582248775,0.22759641309227863,75,0.6603392291438935,0.10226361227047652,0.7284436974649814,0.8671271853138133
ACN_Baseline,100,200,30,29,0.9666666666666667,0.3963851860232516,0.22355559000185912,55,0.6553938103420746,0.1087588664517793,0.6978513397271995,0.7905108328858194
ACN_Baseline,101,200,30,27,0.9,0.3519108503918138,0.2625039441705938,65,0.6516514837594364,0.09540867990918775,0.7085824300246079,0.7676092906298313
ACN_Baseline,102,200,29,24,0.8275862068965517,0.3277849603427905,0.25310411634875224,80,0.6551470601756562,0.08630494555470807,0.7019561987427778,0.8656758952380569
ACN_Baseline,103,200,29,26,0.896551724137931,0.3135571275329074,0.25909047786746925,70,0.6533374996738498,0.11125648678192429,0.7289641945661939,0.857011842670101
ACN_Baseline,104,200,29,24,0.8275862068965517,0.2983291833868831,0.23056049754013752,80,0.673392982107539,0.10678593170018243,0.7338559091717133,0.8558796836692388
ACN_Baseline,105,200,27,26,0.9629629629629629,0.2966681764869049,0.2533055834746515,70,0.6923789830307743,0.0943565409977156,0.7097494251538707,0.8341730565334289
ACN_Baseline,106,200,30,28,0.9333333333333333,0.36773027705454714,0.24178648973010197,60,0.636464847240074,0.09625562167503195,0.7020101580596394,0.8098723291153455
ACN_Baseline,107,200,28,25,0.8928571428571429,0.47188585184718174,0.24032291036769185,75,0.6827907530191656,0.10646683185778148,0.724861029959395,0.8497288283888412
ACN_Baseline,108,200,29,25,0.8620689655172413,0.3992486861614757,0.23522504443992515,75,0.6978995710260172,0.10308423297298078,0.7061757059960992,0.8688039018984061
ACN_Baseline,109,200,29,27,0.9310344827586207,0.4121426925589526,0.2367224795481056,65,0.6564513116627012,0.08454762640001627,0.6933806191789613,0.8327910291717626
ACN_Baseline,110,200,26,24,0.9230769230769231,0.3663317162836164,0.25564284256387826,80,0.6591861211671718,0.09413586218979507,0.7308805241902152,0.8323850623240617
ACN_Baseline,111,200,28,24,0.8571428571428571,0.3731599805646675,0.24004208091742543,80,0.6830007675650523,0.10791056761439712,0.7207525048486463,0.8040790843722654
ACN_Baseline,112,200,28,26,0.9285714285714286,0.2559020866530703,0.2655495258417558,70,0.6570773540010764,0.09522567088922036,0.7172938291222231,0.8538801967494569
ACN_Baseline,113,200,28,21,0.75,0.26481102620752045,0.2477143927532786,95,0.620319165557715,0.09908582880148083,0.7310509901422345,0.8379046368100637
ACN_Baseline,114,200,30,26,0.8666666666666667,0.4160987236499014,0.23815966518776369,70,0.6177033885003202,0.10125701903065322,0.6815738177907917,0.8251215267588384
ACN_Baseline,115,200,27,24,0.8888888888888888,0.3346000244430839,0.24550837419207855,80,0.6492556954763319,0.10004431266722993,0.6950934851658823,0.8465432470693929
ACN_Baseline,116,200,30,29,0.9666666666666667,0.2712159889752245,0.22699586930703244,55,0.6514928539516928,0.10918435811977852,0.7012707101754007,0.833434496455135
ACN_Baseline,117,200,28,25,0.8928571428571429,0.21230260753397087,0.24771331742431324,75,0.6358920037541339,0.10134686494103996,0.7234589746826922,0.8657434644222382
ACN_Baseline,118,200,29,25,0.8620689655172413,0.3035327248036909,0.2385899547981466,75,0.6611978913768525,0.10110544264251772,0.7082441166671147,0.7803751308755024
ACN_Baseline,119,200,27,24,0.8888888888888888,0.3518486217703136,0.24159325261993708,80,0.6968489054307665,0.10978318093674284,0.7385176445618685,0.9320884011630781
ACN_Baseline,120,200,27,27,1.0,0.36746403622285084,0.24387026363007558,65,0.6774507517473587,0.10024800635640754,0.7065964677254966,0.834384030670259
ACN_Optimized_B1,1,200,32,32,1.0,0.3576210463897381,0.19873378881088852,40,0.6522238680010145,0.10584843218451956,0.7097290331975956,0.8947863627567485
ACN_Optimized_B1,2,200,32,32,1.0,0.47964693785923085,0.19369353418610527,40,0.659075955679979,0.08699544026540346,0.7099639021103392,0.8143242375381314
ACN_Optimized_B1,3,200,31,31,1.0,0.4240770823521876,0.21560567942386236,45,0.6601920017854809,0.09914073305821934,0.7109426642337564,0.8976618648398121
ACN_Optimized_B1,4,200,31,31,1.0,0.4134890235257465,0.18229736582373193,45,0.678796315528992,0.10280512942621617,0.719763872351203,0.842964754346427
ACN_Optimized_B1,5,200,34,32,0.9411764705882353,0.3283702501490736,0.1867044013121234,40,0.6416289375984521,0.10359146173191251,0.7311291781626439,0.828610366833652
ACN_Optimized_B1,6,200,32,30,0.9375,0.31755522129170155,0.1736143793686991,50,0.6434659385342797,0.09575591023798263,0.7006109814139378,0.7844600913776816
ACN_Optimized_B1,7,200,32,32,1.0,0.3075032516783138,0.17561632205086025,40,0.652945901890926,0.09602838917551923,0.713061694746419,0.8795615222274185
ACN_Optimized_B1,8,200,33,31,0.9393939393939394,0.6392714349534501,0.1828202757426625,45,0.6569234072966619,0.10323130059825252,0.697777416391696,0.8497633281183248
ACN_Optimized_B1,9,200,30,30,1.0,0.6138969107759733,0.18925789749752753,50,0.6828914540362955,0.10714711854931895,0.7231399815310336,0.8709210543904772
ACN_Optimized_B1,10,200,29,28,0.9655172413793104,0.6511342799632709,0.18824428233918972,60,0.6682802463100691,0.09836997562001287,0.7085470024981957,0.8636221363829325
ACN_Optimized_B1,11,200,29,29,1.0,0.4211772527224571,0.1829577740919859,55,0.6803684743859083,0.09422334933568452,0.7229754944825243,0.8706731421825091
ACN_Optimized_B1,12,200,33,33,1.0,0.2948854532449434,0.1760721902857264,35,0.6495067211147756,0.08778121130981546,0.6860185182170023,0.8762772231376914
ACN_Optimized_B1,13,200,32,31,0.96875,0.6638743804359949,0.20570307665027207,45,0.6654142258216703,0.10789889317729937,0.6946276936962895,0.905992795884145
ACN_Optimized_B1,14,200,34,34,1.0,0.3066381463150609,0.20837672221975795,30,0.6449145277252406,0.1020169368054271,0.7241818529528569,0.9526645046463543
ACN_Optimized_B1,15,200,32,32,1.0,0.37892255636711264,0.18278638130393474,40,0.6630699790692939,0.10090862064047995,0.6902150869622796,0.873713962480646
ACN_Optimized_B1,16,200,32,32,1.0,0.5664846322133477,0.18638960909406002,40,0.6408955669410611,0.0929487465272615,0.6899120969354422,0.7994404050013687
ACN_Optimized_B1,17,200,31,30,0.967741935483871,0.404043720648963,0.18079248207536913,50,0.6460471225246242,0.11959573772084581,0.737106510243378,0.8737712767684631
ACN_Optimized_B1,18,200,33,32,0.9696969696969697,0.3504463331743213,0.17499232618316302,40,0.6844897092570725,0.10880106837349098,0.7012109605248834,0.86031214754349
ACN_Optimized_B1,19,200,31,29,0.9354838709677419,0.4447565024517528,0.2028491196933225,55,0.6657638092120843,0.0968868245563539,0.7060861096336775,0.8354065118304377
ACN_Optimized_B1,20,200,31,29,0.9354838709677419,0.43209020490616923,0.19700651650999162,55,0.6294050338238485,0.0941328826530044,0.699448690136322,0.896475078646812
ACN_Optimized_B1,21,200,33,32,0.9696969696969697,0.6450485428885921,0.2015859856194821,40,0.6890471932859684,0.10196961219659652,0.7009893689891175,0.8789117510105039
ACN_Optimized_B1,22,200,33,31,0.9393939393939394,0.3353132986382257,0.17723758267785636,45,0.6560065537105508,0.10218644942494473,0.6782889204253104,0.8765781294353258
ACN_Optimized_B1,23,200,31,30,0.967741935483871,0.3585183375729313,0.19551961322887498,50,0.6897128735073904,0.10269581406904961,0.7329082773564435,0.8358707411114938
ACN_Optimized_B1,24,200,34,34,1.0,0.3609160285322158,0.18887424392203153,30,0.6629796440016118,0.10945839580467236,0.7265920670641103,0.8626243237253636
ACN_Optimized_B1,25,200,31,31,1.0,0.5731742542585299,0.19098869323662812,45,0.6562504077099189,0.1005279188539207,0.7161174238218359,0.8213294976993134
ACN_Optimized_B1,26,200,33,32,0.9696969696969697,0.5780448564183372,0.1895476408939087,40,0.650820019556268,0.08190078431559855,0.6970524079168301,0.8919509628143935
ACN_Optimized_B1,27,200,32,32,1.0,0.3686668757223668,0.19812912939456767,40,0.6624130046329262,0.11268461655416692,0.7167526187271265,0.8651494479496014
ACN_Optimized_B1,28,200,33,33,1.0,0.5052040458572885,0.18732338010051064,35,0.6658620337917281,0.11326660596235773,0.7035911440242214,0.8351774601980515
ACN_Optimized_B1,29,200,34,33,0.9705882352941176,0.4960392512415409,0.18892655640382525,35,0.6970884428056842,0.1008925029028706,0.7094361355770955,0.9143850053096346
ACN_Optimized_B1,30,200,33,33,1.0,0.37084088484040295,0.21319148258880394,35,0.7157259811466263,0.09244422132834891,0.7482531772456016,0.8430546534719071
ACN_Optimized_B1,31,200,30,29,0.9666666666666667,0.38500644652429084,0.18022145698294095,55,0.662685124805565,0.09570279373627637,0.7164260814541927,0.9248269444163011
ACN_Optimized_B1,32,200,33,33,1.0,0.5880434614258803,0.18122585578820008,35,0.6871078097628981,0.10185232629043785,0.7204553810133419,0.8591309660961366
ACN_Optimized_B1,33,200,31,31,1.0,0.3829892511535025,0.17260657550846936,45,0.6429784763714013,0.09169587613229424,0.7170500399298847,0.8498464815626472
ACN_Optimized_B1,34,200,34,32,0.9411764705882353,0.4500542157534705,0.20066461367688682,40,0.6504290974632817,0.10256608646892212,0.6892744877223493,0.8874852419798921
ACN_Optimized_B1,35,200,32,30,0.9375,0.5223319199701341,0.1831875283419616,50,0.6510854739563922,0.10300484109168256,0.7303566208842445,0.8981138598873338
ACN_Optimized_B1,36,200,32,32,1.0,0.540402186209108,0.17995746838507884,40,0.6684824342810618,0.09477193363020947,0.7199486999837963,0.9044002902368227
ACN_Optimized_B1,37,200,32,32,1.0,0.41677000313376356,0.19017559918542631,40,0.6452237819847656,0.10229835229146117,0.6915659962102233,0.8335333797561163
ACN_Optimized_B1,38,200,31,31,1.0,0.2656968169897217,0.20294630952652157,45,0.6442118541803845,0.10300013139453013,0.7070892339292926,0.8071261225305013
ACN_Optimized_B1,39,200,32,32,1.0,0.3637352200658114,0.1951285917140101,40,0.6788024697139919,0.10300923363062929,0.6893083291792218,0.8700269401555429
ACN_Optimized_B1,40,200,31,31,1.0,0.3279553199622859,0.18107087754781886,45,0.6631757420847477,0.10070729801748225,0.6939261078699143,0.8624781479833299
ACN_Optimized_B1,41,200,32,31,0.96875,0.3582632298306616,0.2071293507938963,45,0.6513737408612458,0.10709395208688519,0.7237720576189378,0.8776949131780328
ACN_Optimized_B1,42,200,31,29,0.9354838709677419,0.4004051653033272,0.17830324475844317,55,0.6663805695655979,0.10917259219701181,0.6973251687238959,0.8783416185096264
ACN_Optimized_B1,43,200,33,33,1.0,0.27599151865703025,0.18520337305404536,35,0.6659711178617922,0.09656856162555835,0.7112827763946342,0.8337541136653159
ACN_Optimized_B1,44,200,32,32,1.0,0.22857674574879916,0.18162371863796054,40,0.6643019528293196,0.08933776678843763,0.7124157089107102,0.7936716073976338
ACN_Optimized_B1,45,200,33,32,0.9696969696969697,0.22443942965363056,0.16917404539517739,40,0.6285115670830133,0.09380101069362226,0.688767218398922,0.9257440599976215
ACN_Optimized_B1,46,200,33,33,1.0,0.455035131033668,0.20006379495195617,35,0.6475229694562639,0.10753177559866084,0.694575056051952,0.810379972121295
ACN_Optimized_B1,47,200,33,32,0.9696969696969697,0.22613930808700478,0.19439990930579434,40,0.6713629348335559,0.11331870556822357,0.7198896527130045,0.8127074632749388
ACN_Optimized_B1,48,200,34,34,1.0,0.28169209018482966,0.18019588693360183,30,0.6705470256222522,0.08982932967467681,0.7157216724426355,0.8562810783524286
ACN_Optimized_B1,49,200,31,30,0.967741935483871,0.46337446113257735,0.2002608941351196,50,0.6882296806025047,0.10300756490931338,0.7016541177768783,0.8564843053703343
ACN_Optimized_B1,50,200,28,27,0.9642857142857143,0.3814635440921714,0.20990480792882155,65,0.6452369611097019,0.09151664029110032,0.7141016047212627,0.9167632354978001
ACN_Optimized_B1,51,200,32,32,1.0,0.36400333080684094,0.18925528694547844,40,0.6530308200291212,0.10254686918775914,0.6921774088354598,0.7840125432415093
ACN_Optimized_B1,52,200,30,29,0.9666666666666667,0.34865869284165496,0.1699097664117511,55,0.6964198690502906,0.11064722703699513,0.7114003953853223,0.9389536083570581
ACN_Optimized_B1,53,200,30,29,0.9666666666666667,0.3467092988148581,0.18107469004489496,55,0.6501136391396215,0.1086940398034941,0.6800180771025224,0.8376727854998607
ACN_Optimized_B1,54,200,31,31,1.0,0.6373575416577145,0.1772694540226601,45,0.6363632929057493,0.09994354135332392,0.697121638539315,0.9204997362915593
ACN_Optimized_B1,55,200,31,30,0.967741935483871,0.43642913769912195,0.18601457120180348,50,0.6510049574335289,0.09637821107741835,0.6919694394408412,0.7627938052170378
ACN_Optimized_B1,56,200,31,31,1.0,0.24405494214417708,0.17424610473711652,45,0.683510534185058,0.08767841620883121,0.7087110731783198,0.8863261586744328
ACN_Optimized_B1,57,200,33,32,0.9696969696969697,0.46248716814988605,0.18305231251913653,40,0.6207929729627619,0.09093982746000867,0.6930920705543402,0.8913200765165709
ACN_Optimized_B1,58,200,33,33,1.0,0.6536683155166095,0.1835486250884374,35,0.6852343753305457,0.10671304391673328,0.6981659988220212,0.9108312273146165
ACN_Optimized_B1,59,200,33,33,1.0,0.3389689422326637,0.18901829791124938,35,0.6997943840695613,0.09384908002892332,0.689113333695572,0.904463077782527
ACN_Optimized_B1,60,200,32,30,0.9375,0.5337704858017276,0.18435668800246358,50,0.6649006076064631,0.10442353647929878,0.6885578972627184,0.8559753313683671
ACN_Optimized_B1,61,200,30,28,0.9333333333333333,0.32672321435940016,0.18123598740108585,60,0.6370276414107299,0.08762626341403007,0.706851135307652,0.836013125807378
ACN_Optimized_B1,62,200,33,32,0.9696969696969697,0.6660176144621444,0.2006631830864169,40,0.6634804166710788,0.10624729454021696,0.7009989440313731,0.8307048253863623
ACN_Optimized_B1,63,200,31,31,1.0,0.36218438806654757,0.18161999774536786,45,0.6321254760632471,0.10282440563652913,0.7132992469649095,0.8267016674565942
ACN_Optimized_B1,64,200,32,32,1.0,0.33437816693200223,0.17189411685462958,40,0.6769712941380284,0.10303411236497184,0.7161656829926626,0.8846712728945704
ACN_Optimized_B1,65,200,31,30,0.967741935483871,0.30658019838717104,0.18490097194273195,50,0.6299261847696791,0.10033607907435677,0.7180145448539387,0.9004862616531986
ACN_Optimized_B1,66,200,32,32,1.0,0.4690908314048023,0.18912955893921962,40,0.6634669091921407,0.10714209208299498,0.7116381829782927,0.8131273309748079
ACN_Optimized_B1,67,200,31,29,0.9354838709677419,0.43724246392244503,0.18881929693580274,55,0.6347805718367766,0.09774850437438433,0.6948322927649014,0.9393246225179401
ACN_Optimized_B1,68,200,33,33,1.0,0.4649955999405966,0.1926836389257333,35,0.6727323211059897,0.10728579138416078,0.7290618670734927,0.9051829564505655
ACN_Optimized_B1,69,200,30,29,0.9666666666666667,0.34357629784730426,0.19745653064536714,55,0.6826585449181323,0.08591547326641893,0.6823483005571934,0.8758836534052851
ACN_Optimized_B1,70,200,33,33,1.0,0.2893891007984726,0.17048914732823972,35,0.6534336709121549,0.10711506439351576,0.7093119192728597,0.968067365985715
ACN_Optimized_B1,71,200,32,31,0.96875,0.2677814665669254,0.2001810516247082,45,0.6561678941123307,0.10088592391937147,0.7125559387312939,0.8414525237740945
ACN_Optimized_B1,72,200,32,32,1.0,0.3179487742337011,0.1961058943253412,40,0.618987918315458,0.10916014323174075,0.7194559337036087,0.9244012237677671
ACN_Optimized_B1,73,200,33,33,1.0,0.3970924143153864,0.1891746688089666,35,0.6835825838642623,0.10435901534698991,0.7023045647149347,0.8951029902590382
ACN_Optimized_B1,74,200,30,28,0.9333333333333333,0.3875141951371933,0.22184131157950301,60,0.6206243445780198,0.11512554665075707,0.7365670283597148,0.8064503966356238
ACN_Optimized_B1,75,200,33,33,1.0,0.5161137363413023,0.19156594943882901,35,0.653098908148143,0.11412022869505134,0.7207224907473352,0.8939722448173678
ACN_Optimized_B1,76,200,31,31,1.0,0.4003676847995512,0.18835204158381946,45,0.6841199894928482,0.10744018884582641,0.7067866173379479,0.849524892657356
ACN_Optimized_B1,77,200,31,31,1.0,0.6845121538090266,0.18376562627998325,45,0.6592612617198785,0.10165739210948506,0.7220030173482571,0.9059772319648783
ACN_Optimized_B1,78,200,32,31,0.96875,0.455067695649272,0.20468951814708225,45,0.6608767792212199,0.09632975410189307,0.6967563336837688,0.8318662168660103
ACN_Optimized_B1,79,200,32,32,1.0,0.2777713101412179,0.1995835512203383,40,0.6418892107803812,0.109443812891307,0.7182997736553347,0.8434454574013024
ACN_Optimized_B1,80,200,34,34,1.0,0.4948464662662632,0.19009203734900743,30,0.6403476832726004,0.09734882658057291,0.6930321631186952,0.8235077816934867
ACN_Optimized_B1,81,200,31,31,1.0,0.2576693853881172,0.1739728214585499,45,0.6843899726626002,0.11078979793906939,0.7006644599530004,0.8913064918150237
ACN_Optimized_B1,82,200,32,32,1.0,0.5609165159866687,0.2098309755953329,40,0.6705520663900032,0.09809368117838659,0.7169393590124449,0.8629386967629368
ACN_Optimized_B1,83,200,32,32,1.0,0.43701871746473697,0.17471411991549593,40,0.6486173700030488,0.1110803725921877,0.7156688013880532,0.8951846396787916
ACN_Optimized_B1,84,200,31,29,0.9354838709677419,0.4931377698893394,0.1890572059854736,55,0.6506651284234748,0.10048148537389952,0.7565290018272253,0.8280641258517741
ACN_Optimized_B1,85,200,32,31,0.96875,0.505097180077968,0.1841364717269589,45,0.6621481561942749,0.10532671979694486,0.7223416897164181,0.821295445263702
ACN_Optimized_B1,86,200,32,32,1.0,0.3948238262615056,0.18008867611995616,40,0.6658699501814805,0.09820275742741139,0.6871898365477384,0.8735376055971916
ACN_Optimized_B1,87,200,31,30,0.967741935483871,0.18196243983810367,0.1827870802501925,50,0.6733911708787996,0.08947953338828657,0.7138068676387741,0.9069705799885995
ACN_Optimized_B1,88,200,32,32,1.0,0.3194406313091435,0.17180349915265114,40,0.6270646149558887,0.09077877536456756,0.6894703862213865,0.8479426353178576
ACN_Optimized_B1,89,200,33,33,1.0,0.5103546073384393,0.16951595482075102,35,0.646535904238644,0.10651421587094387,0.7335714889612875,0.8531781317490773
ACN_Optimized_B1,90,200,32,32,1.0,0.5571215008543278,0.19807498732936848,40,0.6703053391584,0.0983822943931445,0.7077488039292387,0.8338204012696524
ACN_Optimized_B1,91,200,33,32,0.9696969696969697,0.39131017385011135,0.19345313336231781,40,0.639842029540034,0.09587101337265481,0.7060392127642852,0.8959820875950749
ACN_Optimized_B1,92,200,30,30,1.0,0.42726554758728036,0.1869211800164675,50,0.6608384199883253,0.10513032692160293,0.7097270870864937,0.8802062030037586
ACN_Optimized_B1,93,200,31,30,0.967741935483871,0.41379086066374976,0.17142516502432628,50,0.6437857867242158,0.10444660745578913,0.7236329425797935,0.8960945754005024
ACN_Optimized_B1,94,200,33,33,1.0,0.6696158507695501,0.2069698561706761,35,0.7079043476644636,0.09217419124923679,0.7128316150517553,0.9179488329653043
ACN_Optimized_B1,95,200,33,32,0.9696969696969697,0.45384377325739594,0.18200600097932648,40,0.637280054155441,0.10699253096520377,0.721132082516125,0.8607330748988421
ACN_Optimized_B1,96,200,31,30,0.967741935483871,0.39671279072142684,0.17484645819502592,50,0.6670496908320382,0.09273327073880573,0.6752984934797297,0.8877441294318149
ACN_Optimized_B1,97,200,32,31,0.96875,0.7071173974267746,0.17338882201224806,45,0.6928005946072708,0.09828819024789837,0.7106518848871336,0.9110763977498388
ACN_Optimized_B1,98,200,33,33,1.0,0.42821101225512637,0.20085526738288817,35,0.6561516691332006,0.10120576874656992,0.731733642482831,0.8576045483329512
ACN_Optimized_B1,99,200,31,31,1.0,0.5683875450261028,0.19243683434210593,45,0.6804755897379204,0.1093960715671877,0.714800029864731,0.8724183962321244
ACN_Optimized_B1,100,200,32,30,0.9375,0.4345890426412593,0.20161242292291823,50,0.6288039927373787,0.10573553489122568,0.7111686335819167,0.844138039167775
ACN_Optimized_B1,101,200,31,30,0.967741935483871,0.3873681847336027,0.18972710949616137,50,0.6809466646142532,0.08464042646593735,0.6971822581589712,0.888769783651687
ACN_Optimized_B1,102,200,34,31,0.9117647058823529,0.3842950450913966,0.18256386344580494,45,0.6725321970503556,0.10370824755873417,0.7132726679541243,0.9019027459932772
ACN_Optimized_B1,103,200,32,32,1.0,0.5093476243355277,0.19370513136829057,40,0.6473526706755323,0.10098682121604338,0.7071617564446124,0.8872807533003187
ACN_Optimized_B1,104,200,32,32,1.0,0.3722073814915202,0.19014835691711354,40,0.6463428215263206,0.09416380267248754,0.7044701620473982,0.8884032826255212
ACN_Optimized_B1,105,200,32,31,0.96875,0.44472816669793347,0.1891397252369623,45,0.6871205553946468,0.09735483136071654,0.6839952686926956,0.8899426579440387
ACN_Optimized_B1,106,200,32,32,1.0,0.241278794210962,0.21418289842019686,40,0.6536792239283132,0.09452350842141607,0.7070842597212272,0.8186358256124809
ACN_Optimized_B1,107,200,34,33,0.9705882352941176,0.3159360687094057,0.19371046300206488,35,0.6580115121480257,0.10066031988336067,0.7112429166721999,0.8490756262893817
ACN_Optimized_B1,108,200,32,32,1.0,0.449555064658714,0.21059387861401543,40,0.6637695097034597,0.11390086969408955,0.7006549011750889,0.9040645209473434
ACN_Optimized_B1,109,200,31,29,0.9354838709677419,0.5893050161025,0.19792327622761638,55,0.66492141390112,0.10154267078768242,0.7075507724604605,0.8815855044855647
ACN_Optimized_B1,110,200,31,30,0.967741935483871,0.4418419913519198,0.17823760540860983,50,0.6478224500668779,0.1011097412559388,0.6916075868011485,0.8789505599058028
ACN_Optimized_B1,111,200,33,30,0.9090909090909091,0.34738217859535825,0.17258483174061606,50,0.6429198889688801,0.1012090539462185,0.7116737369848445,0.8276119930249334
ACN_Optimized_B1,112,200,31,31,1.0,0.3754899395332246,0.19876727280591266,45,0.6706767894961602,0.09280045144650187,0.7108184594945616,0.856325593500076
