scenario,trial,cohort_size,possible_groups,successful_groups,success_rate,median_formation_days,p95_matching_latency_seconds,isolated_students,group_balance_index,mean_skill_variance,mean_schedule_score,satisfaction_score
ACN_Baseline,34,200,30,26,0.8666666666666667,0.3988137717359523,0.2672876399353071,70,0.6745290447911297,0.11809854609440078,0.7254468573091385,0.8584241214195413
ACN_Baseline,35,200,28,23,0.8214285714285714,0.3077126326339715,0.26364659008894,85,0.6613403024815124,0.10109004535262323,0.7217160922902596,0.8387467963058268
ACN_Baseline,36,200,30,26,0.8666666666666667,0.5923885617352733,0.2410741347011972,70,0.6503785415125969,0.10054414037274938,0.7056417368486211,0.8252927378223093
ACN_Baseline,37,200,25,22,0.88,0.9171839010962624,0.22931705407898811,90,0.6351315742935236,0.10026509552992255,0.723981901781058,0.7602866882960178
ACN_Baseline,38,200,28,26,0.9285714285714286,0.30289200860128784,0.25716705881964863,70,0.6879098571074413,0.09600175416510788,0.7161369818162965,0.8314034278445483
ACN_Baseline,39,200,26,22,0.8461538461538461,0.44918274007427467,0.24929437686458686,90,0.6746682063374786,0.10479030892959554,0.702576006297572,0.8079119290917843
ACN_Baseline,40,200,29,27,0.9310344827586207,0.6554636228588976,0.2486158391181831,65,0.649352598723955,0.10242222091674542,0.7049482338598546,0.8312712240256683
ACN_Baseline,41,200,28,26,0.9285714285714286,0.3325964360053175,0.25613157660178637,70,0.6986109608116978,0.10033868761796262,0.7197916063190811,0.8711368135602672
ACN_Baseline,42,200,26,23,0.8846153846153846,0.4501742482362442,0.2468893526503171,85,0.6248608422464497,0.09411006609585988,0.6880049530021635,0.8229209121257438
ACN_Baseline,43,200,27,24,0.8888888888888888,0.3732774543155724,0.25000390025118635,80,0.653722013953243,0.09413625121812295,0.7031886078614211,0.834393060968501
ACN_Baseline,44,200,28,28,1.0,0.22402731024128542,0.2657434573843881,60,0.670332562095441,0.09615487195348259,0.7094749258337275,0.8311805055138168
ACN_Baseline,45,200,28,27,0.9642857142857143,0.34234662527031734,0.2722462348953142,65,0.6709542754541613,0.10446037464650816,0.6932797496406014,0.8056531206793173
ACN_Baseline,46,200,28,25,0.8928571428571429,0.3417192725807017,0.26551667979001503,75,0.6877705369390368,0.09400131795223268,0.6925188982640307,0.8674506739467694
ACN_Baseline,47,200,28,26,0.9285714285714286,0.6023926297965292,0.23528818922236816,70,0.6402699168828433,0.08686423642319228,0.7116679078306392,0.8260602295169007
ACN_Baseline,48,200,27,24,0.8888888888888888,0.2001050130046666,0.2525171015195856,80,0.6285195352805627,0.09948308728757492,0.710808268654355,0.8825670537527803
ACN_Baseline,49,200,29,28,0.9655172413793104,0.3410590863723436,0.22633554380793114,60,0.6669960101423974,0.10080516974138042,0.6847222662513848,0.8256277134664289
ACN_Baseline,50,200,28,27,0.9642857142857143,0.39640348229312766,0.240267503953175,65,0.5837994149824347,0.11009431834540609,0.7060336483856496,0.8474004895415336
ACN_Baseline,51,200,28,25,0.8928571428571429,0.4083350671587063,0.2363270645178388,75,0.6186353954621383,0.0989152058728611,0.7326724742755786,0.7933613154193664
ACN_Baseline,52,200,27,26,0.9629629629629629,0.39553204591432267,0.22708697104081785,70,0.66297806928837,0.1043563112335745,0.73288986245688,0.8349008679181695
ACN_Baseline,53,200,27,25,0.9259259259259259,0.23421235999879012,0.23638213611981368,75,0.6841087795804311,0.12990684969553362,0.7075718947580262,0.8166270989008724
ACN_Baseline,54,200,28,28,1.0,0.39805661037773077,0.23976698311982286,60,0.669557761695044,0.08356758128095819,0.6931571633429112,0.8647497310546923
ACN_Baseline,55,200,28,25,0.8928571428571429,0.49312156818106573,0.2843553343851093,75,0.6939033246962477,0.10613187714956451,0.6924095084866605,0.866088502757997
ACN_Baseline,56,200,27,24,0.8888888888888888,0.445540339864375,0.26832734244381573,80,0.6626836756353958,0.11110396588048702,0.7122425726252337,0.8515015498760863
ACN_Baseline,57,200,29,27,0.9310344827586207,0.49213032857321926,0.26124956179312,65,0.6752989419907963,0.10870557374454437,0.7040725898511077,0.8299543851828913
ACN_Baseline,58,200,30,29,0.9666666666666667,0.47096593286475347,0.257855789026213,55,0.6516687594315411,0.11192231628888237,0.703019541082705,0.7918151116033206
ACN_Baseline,59,200,28,24,0.8571428571428571,0.4128944567945826,0.2661376355581943,80,0.6829858731608243,0.08302206591152353,0.7151378112947265,0.8223149130311446
ACN_Baseline,60,200,29,27,0.9310344827586207,0.4182518068100598,0.2335278926468285,65,0.6265292382783243,0.08930552635978613,0.7039261052288844,0.8405067147404278
ACN_Baseline,61,200,29,27,0.9310344827586207,0.2934731365075455,0.26010262500009834,65,0.6478904285364495,0.10405542502664439,0.7038576722102381,0.8352044484717932
