scenario,cohort_size,success_rate_mean,success_rate_std,median_formation_days,p95_matching_latency_seconds,isolated_students_mean,isolated_students_std,group_balance_index_mean,mean_schedule_score,satisfaction_score_mean
AS_IS_WhatsApp,200.0,0.39145833333333335,0.07611191404362234,4.6634726395238335,,121.70833333333333,15.222382808724468,0.35443497263043683,0.7719825433720623,0.425903268574811
ACN_Baseline,200.0,0.9081306598494099,0.05401327493484989,0.3848694995140698,0.27196432273088905,68.79166666666667,10.10440941549056,0.6364514542316064,0.7743353769627798,0.8694815241931214
ACN_Optimized_B1,200.0,0.9813876665646709,0.022610072915146707,0.39749824923708377,0.2079044039698281,39.666666666666664,6.174402748421899,0.637899062184195,0.7710982718627869,0.8906191412813769
ACN_LMS_Outage_Fallback,200.0,0.7356805667982439,0.08197210987947318,0.513565069287172,0.3182208153946039,93.20833333333333,12.515466621820567,0.6374293400448116,0.774359749196676,0.7673377660655284
ACN_Exam_Peak_500,500.0,0.938783266894084,0.026786684283649935,0.3878537565192428,1.2449124440733677,129.95833333333334,13.604494952520849,0.6244877294636784,0.7738917200017431,0.8733797170214191
