scenario,cohort_size,success_rate_mean,median_formation_days,p95_matching_latency_seconds,isolated_students_mean,group_balance_index_mean,satisfaction_score_mean
AS_IS_WhatsApp,200.0,0.47145833333333337,4.730946239209969,,105.70833333333333,0.35246854949004885,0.45851236826054353
ACN_Baseline,200.0,0.9610401186508668,0.44018833695956056,0.2647468632073654,61.0,0.6360610346988549,0.8571825237552438
ACN_Optimized_B1,200.0,0.9817700384161484,0.4496378984788874,0.20525177564482056,39.416666666666664,0.6334614778810007,0.8754806792399383
ACN_LMS_Outage_Fallback,200.0,0.7894121662336346,0.5764889319702533,0.3118995965903969,85.83333333333333,0.6354573449116926,0.7557631408137667
ACN_Exam_Peak_500,500.0,0.9828920223912937,0.42892906604397585,1.2565288731618531,114.58333333333333,0.62725670379216,0.8614033148067785
